,soil,theta,theta_rel,f,k_mean,k_lo,cs_lo,cf_cs,cs_plant,i_k,i_cs
156,silt,0.2845,0.9611486486486486,0.3198360000000001,150,116.77637039012605,0.746432439566103,998.9364149954571,74.56385452164761,1.2863544310729754e-13,1.0214316039088781e-09
157,silt,0.296,1.0,0.3198360000000001,150,118.9860224687232,0.7650751754034778,968.6940831346792,74.11237955665759,1.3037660438693973e-13,1.0274794315211324e-09
158,clay,0.059125,0.17755255255255253,0.3198360000000001,150,4.954312945730418,0.0016520586169338491,177920.9812664216,29.393589023451774,7.46518549828791e-15,5.345884545521738e-11
159,clay,0.07216666666666667,0.21671671671671672,0.3198360000000001,150,10.49625433861816,0.007528775377654895,51940.206632106376,39.104614880211,1.5532609586374812e-14,1.1496839901402655e-10
160,clay,0.08520833333333334,0.2558808808808809,0.3198360000000001,150,17.29824764763734,0.02075923169915378,22891.620582047424,47.521245563184,2.5047870108480125e-14,1.923028163791594e-10
161,clay,0.09825,0.29504504504504503,0.3198360000000001,150,25.07757849239533,0.04416574560782477,12450.064993241474,54.98664032923876,3.54406836873677e-14,2.821280770609625e-10
162,clay,0.11129166666666666,0.33420920920920916,0.3198360000000001,150,33.50699842609151,0.07939715978061407,7740.655483703467,61.45860602462908,4.615302941529218e-14,3.7946761121079636e-10
163,clay,0.12433333333333334,0.37337337337337334,0.3198360000000001,150,42.24668495625676,0.1262366892071401,5292.9778531089405,66.8168000223189,5.6700863518852564e-14,4.783600085791501e-10
164,clay,0.137375,0.4125375375375375,0.3198360000000001,150,50.98106595404662,0.18254219383409587,3889.1024569555884,70.99252945382456,6.67159754579957e-14,5.730321207776004e-10
165,clay,0.15041666666666667,0.4517017017017017,0.3198360000000001,150,59.449340961691675,0.24488212835657824,3022.726454988617,74.02116877373473,7.595996155943465e-14,6.590371525942212e-10
166,clay,0.16345833333333332,0.4908658658658658,0.3198360000000001,150,67.46172787264493,0.30950499355999284,2456.6640180316194,76.03497810799425,8.431295553026771e-14,7.338402203944508e-10
167,clay,0.1765,0.53003003003003,0.3198360000000001,150,74.9002902736857,0.37316109532233904,2069.412455389997,77.22242185270223,9.174727551090728e-14,7.967331542027028e-10
168,clay,0.18954166666666666,0.5691941941941941,0.3198360000000001,150,81.70873076758456,0.43351814732212113,1794.2366287445518,77.78341391508266,9.829719065308096e-14,8.483282937498262e-10
169,clay,0.2025833333333333,0.6083583583583583,0.3198360000000001,150,87.87726063115366,0.4891979753004198,1592.3646324895037,77.89815541538624,1.0403243990977375e-13,8.899647899068498e-10
170,clay,0.21562499999999998,0.6475225225225224,0.3198360000000001,150,93.42739300499558,0.5395985476773223,1440.1981941150627,77.71288539119902,1.0903863175459636e-13,9.232363902419586e-10
171,clay,0.22866666666666666,0.6866866866866866,0.3198360000000001,150,98.39927145399938,0.5846548578491871,1322.797337136367,77.33798891067461,1.1340450162639108e-13,9.496982219097632e-10
172,clay,0.24170833333333333,0.7258508508508508,0.3198360000000001,150,102.84231259901058,0.624625854781014,1230.376966524735,76.85252644183836,1.1721458316747409e-13,9.707234769067975e-10
173,clay,0.25475000000000003,0.7650150150150151,0.3198360000000001,150,106.8089031820572,0.6599372120794356,1156.3352720387968,76.31086756583993,1.2054559984711819e-13,9.874571730840989e-10
174,clay,0.26779166666666665,0.8041791791791791,0.3198360000000001,150,110.35049430218217,0.691078516682992,1096.0999958045616,75.74911592368503,1.2346516516745786e-13,1.0008219098967049e-09
175,clay,0.2808333333333334,0.8433433433433435,0.3198360000000001,150,113.51540126862069,0.7185423088147287,1046.4299148275961,75.19041670130208,1.2603178844024184e-13,1.0115460863000354e-09
176,clay,0.293875,0.8825075075075075,0.3198360000000001,150,116.34773438364802,0.7427915243809798,1004.9790154525656,74.64898948589075,1.2829554114887853e-13,1.020198213547166e-09
177,clay,0.30691666666666667,0.9216716716716716,0.3198360000000001,150,118.88703611860645,0.7642446592691527,970.0171658323933,74.13304383868066,1.3029899909808986e-13,1.0272195186996436e-09
178,clay,0.31995833333333334,0.9608358358358359,0.3198360000000001,150,121.16833309104585,0.7832712574041548,940.2467074717888,73.64682208315446,1.3207824622916983e-13,1.0329518564547989e-09
179,clay,0.333,1.0,0.3198360000000001,150,123.22241270724584,0.8001929860933069,914.679359047217,73.19200076339047,1.3366383053438055e-13,1.0376603355055133e-09
180,sand,0.028749999999999998,0.22999999999999998,0.3198360000000001,250,3.147531266121057,0.00039459643173472836,374394.2009587058,14.773461576048012,4.771077605177451e-15,2.010059699086381e-11
181,sand,0.033125,0.265,0.3198360000000001,250,4.836966183662259,0.0009326148416265445,185054.7325466033,17.2584790086193,7.291181648970915e-15,3.091288036146846e-11
182,sand,0.0375,0.3,0.3198360000000001,250,6.840264703286772,0.0018664821340136362,104828.75559801793,19.56609994545824,1.0243390408861602e-14,4.3746423188178394e-11
183,sand,0.041874999999999996,0.33499999999999996,0.3198360000000001,250,9.153372596765598,0.0033442383123954006,65014.006240483934,21.742233051174004,1.3604409434143722e-14,5.857148466967611e-11
184,sand,0.04625,0.37,0.3198360000000001,250,11.771016360673581,0.005532292171952169,43039.29017613021,23.810592812778307,1.734758136817909e-14,7.534197791305088e-11
185,sand,0.050624999999999996,0.40499999999999997,0.3198360000000001,250,14.686484433816481,0.008611631607042924,29940.202070043208,25.78339904676361,2.144309750172589e-14,9.399104138721944e-11
186,sand,0.05499999999999999,0.43999999999999995,0.3198360000000001,250,17.891406687994174,0.012772698540745198,21660.228814431248,27.66595729702931,2.5858272235098074e-14,1.1442671971903996e-10
187,sand,0.059375,0.475,0.3198360000000001,250,21.37554592692261,0.01820881767373872,16178.407376173,29.458967016420377,3.0557887950548026e-14,1.3652802173465737e-10
188,sand,0.06375,0.51,0.3198360000000001,250,25.12661729526751,0.025108232039595002,12410.240530878395,31.159919891648144,3.550461488557467e-14,1.6014197208104522e-10
189,sand,0.06812499999999999,0.5449999999999999,0.3198360000000001,250,29.130152911394205,0.03364497611304784,9738.18154047906,32.76408853139414,4.065950634235438e-14,1.850820914716936e-10
190,sand,0.0725,0.58,0.3198360000000001,250,33.36942921171956,0.04396904074014241,7793.059713489628,34.2653360032788,4.598256408603738e-14,2.1112877116427083e-10
191,sand,0.076875,0.615,0.3198360000000001,250,37.82547299124931,0.0561965182848847,6345.02938119647,35.656855963853815,5.143336243586976e-14,2.3803196044009426e-10
192,sand,0.08124999999999999,0.6499999999999999,0.3198360000000001,250,42.477158632983596,0.0704005876514705,5245.960887348404,36.93187292659573,5.69717129303399e-14,2.655163299504346e-10
193,sand,0.08562499999999999,0.6849999999999999,0.3198360000000001,250,47.30140352402573,0.08660428256815589,4397.507565084555,38.084298776218596,6.255834539954665e-14,2.932888207261969e-10
194,sand,0.09,0.72,0.3198360000000001,250,52.27346144409457,0.1047759308599486,3732.662597338131,39.10931982222162,6.815557669222211e-14,3.210481783527936e-10
195,sand,0.094375,0.755,0.3198360000000001,250,57.367305515752264,0.12482794864932106,3204.7215350351985,40.00388152107472,7.372793609163778e-14,3.4849579646784375e-10
196,sand,0.09874999999999999,0.7899999999999999,0.3198360000000001,250,62.556084110545434,0.146619306629561,2780.46818397586,40.76703172400953,7.924271719313646e-14,3.75346915183366e-10
197,sand,0.103125,0.825,0.3198360000000001,250,67.8126260840066,0.16996156374611682,2435.850761624869,41.40010044979324,8.467042990870807e-14,4.0134117732976706e-10
198,sand,0.1075,0.86,0.3198360000000001,250,73.1099669327233,0.19462791614084174,2153.17037856311,41.90670638759254,8.998513297345023e-14,4.262515773291391e-10
199,sand,0.11187499999999999,0.8949999999999999,0.3198360000000001,250,78.42186567631771,0.22036435745717492,1919.2124006899592,42.292600750188505,9.516463603769216e-14,4.498910603822594e-10
200,sand,0.11624999999999999,0.9299999999999999,0.3198360000000001,250,83.72328370480832,0.24690183627218362,1723.979686915245,42.56537503953183,1.0019056997425229e-13,4.721163324382977e-10
201,sand,0.120625,0.965,0.3198360000000001,250,88.99080120851035,0.27396828401029394,1559.818289629448,42.73407401776515,1.0504833317322406e-13,4.92828821531932e-10
202,sand,0.125,1.0,0.3198360000000001,250,94.20295333061277,0.3012995143428392,1420.8040609488628,42.8087573540226,1.0972692921038036e-13,5.119730236434952e-10
203,loam,0.033166666666666664,0.18632958801498126,0.3198360000000001,250,3.487240483528717,0.0004844520266732849,316467.9163557594,15.331352345561923,5.280077727916996e-15,2.227366013637586e-11
204,loam,0.03975,0.22331460674157305,0.3198360000000001,250,6.361450070308677,0.0016140677733340603,118077.71997504817,19.05854425604887,9.541296491520256e-15,4.0678198089456374e-11
205,loam,0.04633333333333334,0.2602996254681648,0.3198360000000001,250,9.938177821979831,0.0039428266578869775,56808.96910020122,22.398791777535095,1.47333213219429e-14,6.360097806739141e-11
206,loam,0.05291666666666667,0.2972846441947566,0.3198360000000001,250,14.198597124302772,0.008049313727853558,31645.90238061907,25.472779646263067,2.076304792754153e-14,9.087340483417903e-11
207,loam,0.0595,0.3342696629213483,0.3198360000000001,250,19.116007681918084,0.014575646451526592,19431.601611722945,28.322815507938795,2.7521820049598622e-14,1.2221053073972386e-10
208,loam,0.06608333333333334,0.3712546816479401,0.3198360000000001,250,24.654200509671007,0.024180254568840376,12802.620881066337,30.957063205253554,3.488792611264725e-14,1.5718000529185656e-10
209,loam,0.07266666666666667,0.4082397003745319,0.3198360000000001,250,30.76614049564734,0.037474826819009155,8903.48946025908,33.365672560808235,4.27299550094121e-14,1.951816226870764e-10
210,loam,0.07925,0.4452247191011236,0.3198360000000001,250,37.39326521588856,0.05495036861885638,6465.748990705632,35.52952904362731,5.0910993886532953e-14,2.35445936005453e-10
211,loam,0.08583333333333333,0.48220973782771537,0.3198360000000001,250,44.46568124695169,0.07690301257033896,4866.750490504436,37.4267774147966,5.92934989521158e-14,2.770588890540511e-10
212,loam,0.09241666666666667,0.5191947565543071,0.3198360000000001,250,51.903449709382265,0.10337453781067255,3776.401774744747,39.03837880516418,6.774450347121075e-14,3.1901436960592185e-10
213,loam,0.099,0.5561797752808989,0.3198360000000001,250,59.618990552034774,0.13412292182841154,3008.6330764642025,40.35266589249816,7.614069079498443e-14,3.602893764647418e-10
214,loam,0.10558333333333333,0.5931647940074907,0.3198360000000001,250,67.52042905042659,0.16863301891854465,2453.162306363497,41.36841656192563,8.437280449882029e-14,3.999291256756543e-10
215,loam,0.11216666666666668,0.6301498127340824,0.3198360000000001,250,75.51551339102515,0.2061675803403265,2041.8351034072127,42.09602027234054,9.234892520187478e-14,4.371252407897221e-10
216,loam,0.11875000000000001,0.6671348314606742,0.3198360000000001,250,83.51561090832058,0.24584807446158433,1731.0158075841814,42.55669031571354,9.999631049091595e-14,4.712716682890302e-10
217,loam,0.12533333333333332,0.7041198501872659,0.3198360000000001,250,91.4392831338925,0.28674752091766026,1491.9084965651443,42.78010628260488,1.072617266868642e-13,5.019893478544768e-10
218,loam,0.13191666666666665,0.7411048689138576,0.3198360000000001,250,99.21504584655413,0.3279766732246817,1305.0069923155152,42.80118518745905,1.141104322191572e-13,5.291194410872149e-10
219,loam,0.13849999999999998,0.7780898876404494,0.3198360000000001,250,106.78309961446482,0.368749772859891,1156.7935599841699,42.65673624899474,1.2052414127126332e-13,5.526922203632037e-10
220,loam,0.14508333333333331,0.8150749063670412,0.3198360000000001,250,114.09600976767149,0.4084238182625461,1037.7110748009188,42.382591942352185,1.264983714148745e-13,5.728823402663805e-10
221,loam,0.15166666666666664,0.8520599250936328,0.3198360000000001,250,121.11847073611578,0.44651246881526957,940.8816074074757,42.011536938639125,1.3203956374482802e-13,5.89960955695293e-10
222,loam,0.15825,0.8890449438202248,0.3198360000000001,250,127.82638107782611,0.48268025208730814,861.276088975546,41.57209597434874,1.371622868900635e-13,6.042523737258627e-10
223,loam,0.16483333333333333,0.9260299625468165,0.3198360000000001,250,134.2054815351805,0.5167243011924632,795.164132956496,41.088063093525626,1.4188673311632835e-13,6.160993840856394e-10
224,loam,0.17141666666666666,0.9630149812734082,0.3198360000000001,250,140.2497856774865,0.5485502321337042,739.7421781414654,40.57857435385929,1.46236615098663e-13,6.258384068538274e-10
225,loam,0.178,1.0,0.3198360000000001,250,145.95998333286084,0.5781470703393389,692.8776611933785,40.05851899225248,1.502374929667374e-13,6.33783623092086e-10
226,silt,0.05449999999999999,0.1841216216216216,0.3198360000000001,250,15.374984865165839,0.009437220091451426,27773.070528088716,26.210057918897633,2.2399183800409974e-14,9.838794443305455e-11
227,silt,0.06599999999999999,0.22297297297297294,0.3198360000000001,250,24.642290137416204,0.024157077693830686,12812.770603445315,30.95190949406584,3.487235514908943e-14,1.5710528383599372e-10
228,silt,0.07749999999999999,0.2618243243243243,0.3198360000000001,250,35.65478506618858,0.050067503286401305,6990.798278820305,35.00118157994042,4.879622909645417e-14,2.2499208255564833e-10
229,silt,0.089,0.30067567567567566,0.3198360000000001,250,48.078351780712694,0.08934800949757696,4281.566600172653,38.25494532567345,6.344355677209963e-14,2.9768647715661955e-10
230,silt,0.10049999999999999,0.33952702702702703,0.3198360000000001,250,61.484831188049895,0.14201402197040897,2860.358738770423,40.62110487709941,7.811716401857953e-14,3.698983415485686e-10
231,silt,0.11199999999999999,0.37837837837837834,0.3198360000000001,250,75.3917467142258,0.20556905672008474,2047.335227405424,42.086877148753324,9.222804802230808e-14,4.3657255341980325e-10
232,silt,0.12349999999999998,0.4172297297297297,0.3198360000000001,250,89.32191814790565,0.27568972826466787,1550.3466426974624,42.74146446413035,1.0534929036933482e-13,4.940849765070694e-10
233,silt,0.13499999999999998,0.45608108108108103,0.3198360000000001,250,102.862117350176,0.347568522102398,1229.9884860358718,42.7505280294454,1.1723137790897816e-13,5.408244314167788e-10
234,silt,0.14649999999999996,0.49493243243243235,0.3198360000000001,250,115.70119704388378,0.4171396149010651,1014.2054090125961,42.30652537460916,1.2778151744879393e-13,5.769822687296942e-10
235,silt,0.15799999999999997,0.5337837837837838,0.3198360000000001,250,127.64044211282193,0.48168211215151574,863.3346830324032,41.58528736167074,1.3702245900123388e-13,6.038819989517204e-10
236,silt,0.16949999999999996,0.572635135135135,0.3198360000000001,250,138.58165431873178,0.5398144147748907,754.4015709086283,40.723684250529935,1.4504812313668823e-13,6.232904131995739e-10
237,silt,0.18099999999999997,0.6114864864864864,0.3198360000000001,250,148.50397792197083,0.591167903482104,673.5185122049483,39.81625268165852,1.5198707775536704e-13,6.369489943105884e-10
238,silt,0.19249999999999995,0.6503378378378377,0.3198360000000001,250,157.4390270807732,0.6360040645375569,611.9778005357812,38.922036854751106,1.5797745180592058e-13,6.463470280603921e-10
239,silt,0.20399999999999996,0.689189189189189,0.3198360000000001,250,165.44971581932217,0.6749071853232615,564.1410702465337,38.074286184534046,1.631521503066815e-13,6.526601998886751e-10
240,silt,0.21549999999999997,0.7280405405405405,0.3198360000000001,250,172.61456117222397,0.708581538671505,526.2511007272432,37.28918146808831,1.676315269409343e-13,6.567733778319638e-10
241,silt,0.22699999999999995,0.7668918918918918,0.3198360000000001,250,179.0171502071578,0.7377351792933378,495.73866351223535,36.572385180883856,1.715207388675206e-13,6.59333702234102e-10
242,silt,0.23849999999999996,0.8057432432432432,0.3198360000000001,250,184.73966265506158,0.7630221966231407,470.80531840573275,35.92349082317995,1.7490971286419256e-13,6.608065059707366e-10
243,silt,0.24999999999999994,0.8445945945945944,0.3198360000000001,250,189.85925792701565,0.7850198173582651,450.16516212242766,35.338857335040196,1.7787438556304321e-13,6.615232094650278e-10
244,silt,0.26149999999999995,0.8834459459459458,0.3198360000000001,250,194.44634130412246,0.8042243331169494,432.8808438595291,34.813330797203214,1.8047843678792327e-13,6.617186795117198e-10
245,silt,0.27299999999999996,0.9222972972972973,0.3198360000000001,250,198.5639898627105,0.8210561493933767,418.25697787507966,34.341246371102365,1.8277509870080127e-13,6.615589666165939e-10
246,silt,0.2845,0.9611486486486486,0.3198360000000001,250,202.268050589806,0.8358685305760929,405.76935653616573,33.91698358006916,1.8480884042206518e-13,6.611613468359493e-10
247,silt,0.296,1.0,0.3198360000000001,250,205.60759714159337,0.8489572127311826,395.01699548156193,33.5352527465473,1.866168484665641e-13,6.606085896968408e-10
248,clay,0.059125,0.17755255255255253,0.3198360000000001,250,8.346257143912224,0.002779987564044628,75640.34691325751,21.027922375887737,1.2437391648865616e-14,5.339846071975119e-11
249,clay,0.07216666666666667,0.21671671671671672,0.3198360000000001,250,17.88132948913861,0.012758348778674211,21680.251633317388,27.660421194728446,2.5844529620058255e-14,1.1436260287147002e-10
250,clay,0.08520833333333334,0.2558808808808809,0.3198360000000001,250,29.836902956597996,0.03527545526747436,9362.759405989633,33.02756006061121,4.155647201167539e-14,1.8945213071890164e-10
251,clay,0.09825,0.29504504504504503,0.3198360000000001,250,43.78620164615037,0.0746528361696231,4991.221836637045,37.26088660567107,5.850317269957731e-14,2.7312937989580424e-10
252,clay,0.11129166666666666,0.33420920920920916,0.3198360000000001,250,59.1306418720778,0.1320855123604148,3049.49093636461,40.279357276816064,7.56199855891837e-14,3.577497524730651e-10
253,clay,0.12433333333333334,0.37337337337337334,0.3198360000000001,250,75.16069536310746,0.20445308064750634,2057.6670605405216,42.069636947440856,9.200217687990059e-14,4.3553880904440565e-10
254,clay,0.137375,0.4125375375375375,0.3198360000000001,250,91.16695689683456,0.28532065517838223,1499.224145347977,42.7759615409935,1.0701692063018723e-13,5.00985149622866e-10
255,clay,0.15041666666666667,0.4517017017017017,0.3198360000000001,250,106.55317394753436,0.36750515606685846,1160.8901309132061,42.663310873773355,1.2033281158412059e-13,5.520166012231133e-10
256,clay,0.16345833333333332,0.4908658658658658,0.3198360000000001,250,120.90325544551268,0.4453475854022082,943.6298889141298,42.024329254126165,1.3187249747633877e-13,5.894702303795161e-10
257,clay,0.1765,0.53003003003003,0.3198360000000001,250,133.98838612967606,0.5155727640735925,797.2781533779646,41.10549012725669,1.4172823755372707e-13,6.157231737924428e-10
258,clay,0.18954166666666666,0.5691941941941941,0.3198360000000001,250,145.73280099212877,0.5769791508228271,694.6499488687502,40.079853761741184,1.500802790023493e-13,6.334899403372351e-10
259,clay,0.2025833333333333,0.6083583583583583,0.3198360000000001,250,156.16542143552482,0.6297027560207198,620.1843470944897,39.05317926063108,1.5713795391551257e-13,6.451648440551186e-10
260,clay,0.21562499999999998,0.6475225225225224,0.3198360000000001,250,165.3759348419222,0.6745547998153503,564.5538949261103,38.082253957685865,1.6310530429055003e-13,6.5261056469796e-10
261,clay,0.22866666666666666,0.6866866866866866,0.3198360000000001,250,173.48247392401245,0.7125860864550508,521.9402689072856,37.19273735839395,1.6816491074751725e-13,6.571799086284535e-10
262,clay,0.24170833333333333,0.7258508508508508,0.3198360000000001,250,180.61090163326503,0.7448513869855952,488.5847467220781,36.39230262559456,1.7247271208044214e-13,6.598183482581501e-10
263,clay,0.25475000000000003,0.7650150150150151,0.3198360000000001,250,186.88298880947093,0.7723037135547933,461.98255386976723,35.67908419511486,1.7615848022269614e-13,6.611729917071143e-10
264,clay,0.26779166666666665,0.8041791791791791,0.3198360000000001,250,192.41051771558094,0.7957600683142795,440.41768994103404,35.04668110342944,1.7932871588381546e-13,6.616820423072835e-10
265,clay,0.2808333333333334,0.8433433433433435,0.3198360000000001,250,197.29298093192222,0.815901718543208,422.6850807846235,34.4869483814749,1.8207024628304243e-13,6.616408139339189e-10
266,clay,0.293875,0.8825075075075075,0.3198360000000001,250,201.61729380615535,0.8332886889188109,407.9194739527627,33.99146836345487,1.8445371685256744e-13,6.612479666373887e-10
267,clay,0.30691666666666667,0.9216716716716716,0.3198360000000001,250,205.4585351130936,0.8483783560781009,395.4871095801045,33.55227038756488,1.865366576872384e-13,6.606370454049108e-10
268,clay,0.31995833333333334,0.9608358358358359,0.3198360000000001,250,208.88113880559357,0.8615435907347452,384.91538350937617,33.16213816377095,1.8836604524820014e-13,6.598977268535457e-10
269,clay,0.333,1.0,0.3198360000000001,250,211.94021719551904,0.8730887030360401,375.8461145268904,32.81469966734178,1.8998038558863909e-13,6.590900701015126e-10
270,sand,0.028749999999999998,0.22999999999999998,0.3198360000000001,500,6.361164848083816,0.0007971595063221426,118086.40287407646,9.413369861845645,9.540877609213343e-15,2.0092521711278892e-11
271,sand,0.033125,0.265,0.3198360000000001,500,9.82977426735339,0.0018934551495753404,57840.040267721735,10.951752209656277,1.457772854035261e-14,3.088315935809302e-11
272,sand,0.0375,0.3,0.3198360000000001,500,13.991457997888443,0.0038103710095185317,32417.88849890807,12.352418252604354,2.047368258553605e-14,4.3661236960105904e-11
273,sand,0.041874999999999996,0.33499999999999996,0.3198360000000001,500,18.86174187550931,0.006866887068994076,19863.046193066963,13.639729505400355,2.7177469449489787e-14,5.836447233771913e-11
274,sand,0.04625,0.37,0.3198360000000001,500,24.455962470740843,0.011425988227065642,12973.256201378155,14.823227262365313,3.462861134492925e-14,7.489546683421544e-11
275,sand,0.050624999999999996,0.40499999999999997,0.3198360000000001,500,30.78782877722347,0.01788398795307411,8893.205692541074,15.904598346961468,4.2757264973213015e-14,9.311195531026778e-11
276,sand,0.05499999999999999,0.43999999999999995,0.3198360000000001,500,37.86766162203843,0.026653524520936514,6333.440285524622,16.88085059521177,5.1484280026714703e-14,1.1281783519233772e-10
277,sand,0.059375,0.475,0.3198360000000001,500,45.70032555188891,0.03813931264540904,4652.992560081153,17.74619379856973,6.072158205610497e-14,1.3375648502929454e-10
278,sand,0.06375,0.51,0.3198360000000001,500,54.28291897744409,0.052706812571151396,3508.7494963309364,18.493500206223654,7.037299443638462e-14,1.5560845485003253e-10
279,sand,0.06812499999999999,0.5449999999999999,0.3198360000000001,500,63.60235727451772,0.07064559187387587,2705.85133696853,19.115646922286015,8.03356046846534e-14,1.779955150683727e-10
280,sand,0.0725,0.58,0.3198360000000001,500,73.63306335186502,0.09213121613928565,2128.14147258143,19.60682619853774,9.050174644140415e-14,2.0049269342258266e-10
281,sand,0.076875,0.615,0.3198360000000001,500,84.33505500008444,0.11719143046704796,1703.5177484180772,19.96376817631192,1.0076160446643776e-13,2.2264873970183737e-10
282,sand,0.08124999999999999,0.6499999999999999,0.3198360000000001,500,95.65276350480234,0.14568343801495112,1385.6580346214917,20.18674263966991,1.1100635732572635e-13,2.440137085254127e-10
283,sand,0.08562499999999999,0.6849999999999999,0.3198360000000001,500,107.51490522576042,0.17728845202315272,1143.9087200984145,20.28018062420338,1.2113166321921588e-13,2.641703869399103e-10
284,sand,0.09,0.72,0.3198360000000001,500,119.83563611274239,0.21152701734997764,957.4563497782526,20.252788591139073,1.3104119279110746e-13,2.8276475627101786e-10
285,sand,0.094375,0.755,0.3198360000000001,500,132.5170482590022,0.24779431848976957,811.8472501553183,20.11711360700306,1.40649849982739e-13,2.995302677766153e-10
286,sand,0.09874999999999999,0.7899999999999999,0.3198360000000001,500,145.45284727855565,0.28541013938325244,696.84397200048,19.888633517703624,1.498863253132155e-13,3.1430181471506105e-10
287,sand,0.103125,0.825,0.3198360000000001,500,158.53283520441371,0.3236748680919548,605.0683945076391,19.584543277887096,1.5869470546563527e-13,3.2701753717668267e-10
288,sand,0.1075,0.86,0.3198360000000001,500,171.64767836026405,0.3619221884240744,531.1213857104027,19.222461423513586,1.670350036844848e-13,3.377093390756817e-10
289,sand,0.11187499999999999,0.8949999999999999,0.3198360000000001,500,184.69340654348247,0.3995608868045319,470.9987100660296,18.81926622777734,1.7488264064089664e-13,3.4648517173330403e-10
290,sand,0.11624999999999999,0.9299999999999999,0.3198360000000001,500,197.57517392810536,0.4361016525338465,421.69544349507714,18.390207977419646,1.8222705123026025e-13,3.535071958883045e-10
291,sand,0.120625,0.965,0.3198360000000001,500,210.2099798520343,0.47116845554100445,380.93294813731234,17.948358883853903,1.8906968555527434e-13,3.5896975471528226e-10
292,sand,0.125,1.0,0.3198360000000001,500,222.52824453001915,0.5044969141854534,346.9671567767894,17.50438599175907,1.9542169971368132e-13,3.630800584732369e-10
293,loam,0.033166666666666664,0.18632958801498126,0.3198360000000001,500,7.055595912353551,0.0009796884684401541,99633.34979676841,9.760964386795818,1.0558418048932959e-14,2.2262658348278945e-11
294,loam,0.03975,0.22331460674157305,0.3198360000000001,500,12.991983270504695,0.0032908724377381793,36607.68431139069,12.047121930977598,1.9072055235252853e-14,4.060988482925932e-11
295,loam,0.04633333333333334,0.2602996254681648,0.3198360000000001,500,20.52981707508484,0.008110815592650422,17285.759617417913,14.02016086357602,2.9426537737413624e-14,6.333484417872365e-11
296,loam,0.05291666666666667,0.2972846441947566,0.3198360000000001,500,29.720919917847244,0.016702042619941737,9422.755322078749,15.737926098664209,4.1409537688614233e-14,9.008072445824816e-11
297,loam,0.0595,0.3342696629213483,0.3198360000000001,500,40.60487208246662,0.030461256036862006,5648.483174864377,17.2059892209451,5.4760790973734246e-14,1.2024042831653054e-10
298,loam,0.06608333333333334,0.3712546816479401,0.3198360000000001,500,53.19381138568541,0.050749980669998085,3627.3359587021096,18.408722978772104,6.917431490005482e-14,1.5290029553675006e-10
299,loam,0.07266666666666667,0.4082397003745319,0.3198360000000001,500,67.45454121935455,0.07864658541067343,2457.0932775357246,19.32419963137049,8.430562703812028e-14,1.868327823230953e-10
300,loam,0.07925,0.4452247191011236,0.3198360000000001,500,83.2906011474525,0.1146588782234389,1738.6916384909089,19.935643284584057,9.978559559412137e-14,2.2057039508253763e-10
301,loam,0.08583333333333333,0.48220973782771537,0.3198360000000001,500,100.52887403263928,0.15848503377650733,1277.1533826949187,20.24096969941848,1.152412936822869e-13,2.5257281397029643e-10
302,loam,0.09241666666666667,0.5191947565543071,0.3198360000000001,500,118.91629169049253,0.20893279153715805,969.6258239679421,20.258663014813916,1.3032193929061083e-13,2.814573288995966e-10
303,loam,0.099,0.5561797752808989,0.3198360000000001,500,138.13086279067034,0.2640663989492138,758.4434617753824,20.027943375760092,1.4472539128041923e-13,3.0622020858642036e-10
304,loam,0.10558333333333333,0.5931647940074907,0.3198360000000001,500,157.8071184506266,0.32155198546089236,609.6385098739819,19.603047326339873,1.5821920747541676e-13,3.263674500965933e-10
305,loam,0.11216666666666668,0.6301498127340824,0.3198360000000001,500,177.5707274305937,0.3790764775311616,502.3783867167001,19.04398292243544,1.7065125590420614e-13,3.4191264766948317e-10
306,loam,0.11875000000000001,0.6671348314606742,0.3198360000000001,500,197.07351694295045,0.4346925573154398,423.45731756825415,18.407374428768073,1.8194817436757335e-13,3.532622181762801e-10
307,loam,0.12533333333333332,0.7041198501872659,0.3198360000000001,500,216.02059073297337,0.48700160975551066,364.2738157928902,17.74019346829199,1.921038349455015e-13,3.6104988778791027e-10
308,loam,0.13191666666666665,0.7411048689138576,0.3198360000000001,500,234.1850738515641,0.5351735246310758,319.09712672447023,17.07723340087838,2.0116235259405644e-13,3.659824221078332e-10
309,loam,0.13849999999999998,0.7780898876404494,0.3198360000000001,500,251.41064037197793,0.5788586399292448,284.0343120305819,16.441571555526135,2.0920030399947935e-13,3.6873104096176684e-10
310,loam,0.14508333333333331,0.8150749063670412,0.3198360000000001,500,267.60507599782886,0.6180569725169345,256.39483426814434,15.846661503675046,2.1631137806374903e-13,3.6987360567216657e-10
311,loam,0.15166666666666664,0.8520599250936328,0.3198360000000001,500,282.7290153395816,0.6529910928974902,234.28936521967154,15.298886864905256,2.2259486051239726e-13,3.6987591376203645e-10
312,loam,0.15825,0.8890449438202248,0.3198360000000001,500,296.7833215302441,0.684004715835675,216.37109088870554,14.799884653838404,2.2814797989263896e-13,3.6909648476825083e-10
313,loam,0.16483333333333333,0.9260299625468165,0.3198360000000001,500,309.7973259873586,0.7114915936163846,201.66597466091295,14.348364568969439,2.3306142988078176e-13,3.678021711080451e-10
314,loam,0.17141666666666666,0.9630149812734082,0.3198360000000001,500,321.81899413317524,0.735850559222487,189.45970473355862,13.941402967831639,2.374171871445289e-13,3.6618662106419654e-10
